ENSEMBL1,ENSEMBL2,SYMBOL
ENST00000391056.1,ENSG00000212358.1,RNU6-837P
ENST00000649143.1,ENSG00000285724.1,AC092110.1
ENST00000481703.2,ENSG00000242991.2,RPL7P40
ENST00000536820.1,ENSG00000256896.1,PSMC1P8
ENST00000545713.1,ENSG00000256756.1,TIMM17BP1
ENST00000540399.1,ENSG00000256994.1,LINC02378
ENST00000539105.1,ENSG00000256389.1,AC087321.1
ENST00000637126.1,ENSG00000283665.1,MIR3974
ENST00000383935.1,ENSG00000206662.1,RF00019
ENST00000229002.6,ENSG00000111404.6,RERGL
ENST00000538724.5,ENSG00000111404.6,RERGL
ENST00000540148.5,ENSG00000111404.6,RERGL
ENST00000536890.1,ENSG00000111404.6,RERGL
ENST00000541632.1,ENSG00000111404.6,RERGL
ENST00000535651.5,ENSG00000139144.9,PIK3C2G
ENST00000538779.5,ENSG00000139144.9,PIK3C2G
ENST00000433979.5,ENSG00000139144.9,PIK3C2G
ENST00000546003.5,ENSG00000139144.9,PIK3C2G
ENST00000266497.9,ENSG00000139144.9,PIK3C2G
ENST00000536967.2,ENSG00000139144.9,PIK3C2G
ENST00000538458.1,ENSG00000139144.9,PIK3C2G
ENST00000543144.1,ENSG00000255892.1,NDFIP1P1
ENST00000535964.1,ENSG00000255960.1,AC092851.1
ENST00000543668.1,ENSG00000256138.1,ZKSCAN7P1
ENST00000536023.1,ENSG00000139151.15,PLCZ1
ENST00000648272.1,ENSG00000139151.15,PLCZ1
ENST00000318197.10,ENSG00000139151.15,PLCZ1
ENST00000534932.5,ENSG00000139151.15,PLCZ1
ENST00000543219.5,ENSG00000139151.15,PLCZ1
ENST00000538330.5,ENSG00000139151.15,PLCZ1
ENST00000540270.5,ENSG00000139151.15,PLCZ1
ENST00000266505.11,ENSG00000139151.15,PLCZ1
ENST00000539875.5,ENSG00000139151.15,PLCZ1
ENST00000540421.5,ENSG00000139151.15,PLCZ1
ENST00000542762.5,ENSG00000139151.15,PLCZ1
ENST00000540515.1,ENSG00000139151.15,PLCZ1
ENST00000543242.5,ENSG00000139151.15,PLCZ1
ENST00000539072.5,ENSG00000139151.15,PLCZ1
ENST00000539207.5,ENSG00000139151.15,PLCZ1
ENST00000545129.5,ENSG00000139151.15,PLCZ1
ENST00000535429.1,ENSG00000139151.15,PLCZ1
ENST00000541966.5,ENSG00000139151.15,PLCZ1
ENST00000541109.1,ENSG00000139151.15,PLCZ1
ENST00000544849.1,ENSG00000139151.15,PLCZ1
ENST00000396338.3,ENSG00000255993.1,PSMC1P9
ENST00000536931.1,ENSG00000255648.1,AC087242.1
ENST00000317658.4,ENSG00000177938.4,CAPZA3
ENST00000480903.1,ENSG00000227525.4,RPL7P6
ENST00000502742.2,ENSG00000256844.1,MEF2BNBP1
ENST00000540972.5,ENSG00000052126.14,PLEKHA5
ENST00000429027.6,ENSG00000052126.14,PLEKHA5
ENST00000299275.10,ENSG00000052126.14,PLEKHA5
ENST00000539256.5,ENSG00000052126.14,PLEKHA5
ENST00000538714.5,ENSG00000052126.14,PLEKHA5
ENST00000535357.5,ENSG00000052126.14,PLEKHA5
ENST00000538034.5,ENSG00000052126.14,PLEKHA5
ENST00000538305.5,ENSG00000052126.14,PLEKHA5
ENST00000424268.5,ENSG00000052126.14,PLEKHA5
ENST00000536974.5,ENSG00000052126.14,PLEKHA5
ENST00000534979.1,ENSG00000052126.14,PLEKHA5
ENST00000510738.2,ENSG00000052126.14,PLEKHA5
ENST00000538677.1,ENSG00000052126.14,PLEKHA5
ENST00000538068.1,ENSG00000052126.14,PLEKHA5
ENST00000537027.1,ENSG00000052126.14,PLEKHA5
ENST00000538972.1,ENSG00000052126.14,PLEKHA5
ENST00000501211.2,ENSG00000253284.2,AC092828.1
ENST00000481078.3,ENSG00000240993.3,RN7SL459P
ENST00000492147.3,ENSG00000243854.3,RN7SL67P
ENST00000538425.5,ENSG00000139154.15,AEBP2
ENST00000541908.5,ENSG00000139154.15,AEBP2
ENST00000266508.14,ENSG00000139154.15,AEBP2
ENST00000398864.7,ENSG00000139154.15,AEBP2
ENST00000360995.8,ENSG00000139154.15,AEBP2
ENST00000512223.6,ENSG00000139154.15,AEBP2
ENST00000398731.3,ENSG00000139154.15,AEBP2
ENST00000543528.1,ENSG00000255909.1,PDCD5P1
ENST00000603848.1,ENSG00000271462.1,AC091805.2
ENST00000363377.1,ENSG00000200247.1,RNU6-254P
ENST00000359165.5,ENSG00000245205.3,EEF1A1P4
ENST00000498395.1,ENSG00000240328.1,AC091805.1
ENST00000364015.1,ENSG00000200885.1,RNU1-146P
ENST00000535764.1,ENSG00000255910.1,AC024901.1
ENST00000414406.2,ENSG00000256849.1,TCP1P3
ENST00000536666.1,ENSG00000256287.1,LINC02398
ENST00000543778.1,ENSG00000256499.1,LINC02468
ENST00000535755.1,ENSG00000256879.1,AC129102.1
ENST00000359062.3,ENSG00000172572.6,PDE3A
ENST00000542675.1,ENSG00000172572.6,PDE3A
ENST00000544307.1,ENSG00000172572.6,PDE3A
ENST00000254302.5,ENSG00000131982.5,UBE2L2
ENST00000540175.1,ENSG00000256663.1,AC112777.1
ENST00000534996.5,ENSG00000139155.8,SLCO1C1
ENST00000539415.5,ENSG00000139155.8,SLCO1C1
ENST00000540354.5,ENSG00000139155.8,SLCO1C1
ENST00000266509.6,ENSG00000139155.8,SLCO1C1
ENST00000545604.5,ENSG00000139155.8,SLCO1C1
ENST00000497911.6,ENSG00000139155.8,SLCO1C1
ENST00000535609.1,ENSG00000139155.8,SLCO1C1
ENST00000545102.1,ENSG00000139155.8,SLCO1C1
ENST00000539443.1,ENSG00000139155.8,SLCO1C1
ENST00000540853.5,ENSG00000111700.12,SLCO1B3
ENST00000381545.7,ENSG00000111700.12,SLCO1B3
ENST00000261196.6,ENSG00000111700.12,SLCO1B3
ENST00000545880.1,ENSG00000111700.12,SLCO1B3
ENST00000544370.1,ENSG00000111700.12,SLCO1B3
ENST00000381541.7,ENSG00000257046.5,AC011604.2
ENST00000540229.1,ENSG00000257046.5,AC011604.2
ENST00000545978.1,ENSG00000256157.1,AC011604.1
ENST00000648739.1,ENSG00000205754.11,SLCO1B7
ENST00000421593.6,ENSG00000205754.11,SLCO1B7
ENST00000545916.1,ENSG00000205754.11,SLCO1B7
ENST00000541784.1,ENSG00000205754.11,SLCO1B7
ENST00000543498.5,ENSG00000257062.6,AC022335.1
ENST00000593147.5,ENSG00000257062.6,AC022335.1
ENST00000585342.5,ENSG00000257062.6,AC022335.1
ENST00000590779.5,ENSG00000257062.6,AC022335.1
ENST00000592513.1,ENSG00000257062.6,AC022335.1
ENST00000256958.2,ENSG00000134538.2,SLCO1B1
ENST00000307378.10,ENSG00000084453.16,SLCO1A2
ENST00000544020.5,ENSG00000084453.16,SLCO1A2
ENST00000458504.5,ENSG00000084453.16,SLCO1A2
ENST00000544290.5,ENSG00000084453.16,SLCO1A2
ENST00000480394.5,ENSG00000084453.16,SLCO1A2
ENST00000463718.5,ENSG00000084453.16,SLCO1A2
ENST00000413682.5,ENSG00000084453.16,SLCO1A2
ENST00000422327.5,ENSG00000084453.16,SLCO1A2
ENST00000453443.5,ENSG00000084453.16,SLCO1A2
ENST00000473830.5,ENSG00000084453.16,SLCO1A2
ENST00000421294.5,ENSG00000084453.16,SLCO1A2
ENST00000450590.5,ENSG00000084453.16,SLCO1A2
ENST00000435179.5,ENSG00000084453.16,SLCO1A2
ENST00000445053.1,ENSG00000084453.16,SLCO1A2
ENST00000421287.5,ENSG00000084453.16,SLCO1A2
ENST00000416627.1,ENSG00000084453.16,SLCO1A2
ENST00000430803.1,ENSG00000084453.16,SLCO1A2
ENST00000539393.5,ENSG00000121351.7,IAPP
ENST00000240652.7,ENSG00000121351.7,IAPP
ENST00000542023.1,ENSG00000121351.7,IAPP
ENST00000537593.1,ENSG00000121351.7,IAPP
ENST00000535428.1,ENSG00000121351.7,IAPP
ENST00000543476.5,ENSG00000121350.16,PYROXD1
ENST00000375266.8,ENSG00000121350.16,PYROXD1
ENST00000240651.14,ENSG00000121350.16,PYROXD1
ENST00000544970.5,ENSG00000121350.16,PYROXD1
ENST00000538582.5,ENSG00000121350.16,PYROXD1
ENST00000538072.1,ENSG00000121350.16,PYROXD1
ENST00000544187.1,ENSG00000121350.16,PYROXD1
ENST00000536851.1,ENSG00000121350.16,PYROXD1
ENST00000538615.1,ENSG00000121350.16,PYROXD1
ENST00000540463.1,ENSG00000256021.1,ELOCP31
ENST00000444129.7,ENSG00000004700.16,RECQL
ENST00000421138.6,ENSG00000004700.16,RECQL
ENST00000396093.7,ENSG00000004700.16,RECQL
ENST00000314748.10,ENSG00000004700.16,RECQL
ENST00000542432.5,ENSG00000004700.16,RECQL
ENST00000536240.5,ENSG00000004700.16,RECQL
ENST00000536964.5,ENSG00000004700.16,RECQL
ENST00000539672.1,ENSG00000004700.16,RECQL
ENST00000535593.5,ENSG00000111711.10,GOLT1B
ENST00000229314.10,ENSG00000111711.10,GOLT1B
ENST00000542038.5,ENSG00000111711.10,GOLT1B
ENST00000545113.1,ENSG00000111711.10,GOLT1B
ENST00000540141.5,ENSG00000111711.10,GOLT1B
ENST00000545093.5,ENSG00000111711.10,GOLT1B
ENST00000539663.5,ENSG00000111711.10,GOLT1B
ENST00000539025.5,ENSG00000111711.10,GOLT1B
ENST00000631252.2,ENSG00000111711.10,GOLT1B
ENST00000542194.1,ENSG00000111711.10,GOLT1B
ENST00000256969.7,ENSG00000134548.11,SPX
ENST00000535033.5,ENSG00000134548.11,SPX
ENST00000546199.1,ENSG00000134548.11,SPX
ENST00000544637.5,ENSG00000134548.11,SPX
ENST00000535139.5,ENSG00000134548.11,SPX
ENST00000649016.1,ENSG00000134548.11,SPX
ENST00000543800.5,ENSG00000134548.11,SPX
ENST00000537527.1,ENSG00000134548.11,SPX
ENST00000261195.2,ENSG00000111713.2,GYS2
ENST00000647960.1,ENSG00000285854.1,AC010197.2
ENST00000648372.1,ENSG00000285854.1,AC010197.2
ENST00000542765.4,ENSG00000111716.12,LDHB
ENST00000470985.3,ENSG00000111716.12,LDHB
ENST00000396076.5,ENSG00000111716.12,LDHB
ENST00000350669.5,ENSG00000111716.12,LDHB
ENST00000396075.5,ENSG00000111716.12,LDHB
ENST00000470280.1,ENSG00000111716.12,LDHB
ENST00000450584.5,ENSG00000111716.12,LDHB
ENST00000539782.1,ENSG00000111716.12,LDHB
ENST00000544151.1,ENSG00000111716.12,LDHB
ENST00000535112.1,ENSG00000111716.12,LDHB
ENST00000541860.1,ENSG00000256615.1,AC010197.1
ENST00000542489.1,ENSG00000255644.1,AC010185.1
ENST00000240662.3,ENSG00000121361.4,KCNJ8
ENST00000537950.1,ENSG00000121361.4,KCNJ8
ENST00000261200.8,ENSG00000069431.11,ABCC9
ENST00000544039.5,ENSG00000069431.11,ABCC9
ENST00000261201.8,ENSG00000069431.11,ABCC9
ENST00000326684.8,ENSG00000069431.11,ABCC9
ENST00000538350.5,ENSG00000069431.11,ABCC9
ENST00000636888.1,ENSG00000069431.11,ABCC9
ENST00000621589.1,ENSG00000069431.11,ABCC9
ENST00000539874.1,ENSG00000257022.1,AC008250.1
ENST00000615261.1,ENSG00000275567.1,AC008250.2
ENST00000541534.1,ENSG00000255627.1,AC092862.1
ENST00000229329.7,ENSG00000111726.13,CMAS
ENST00000534981.5,ENSG00000111726.13,CMAS
ENST00000535610.5,ENSG00000111726.13,CMAS
ENST00000538498.1,ENSG00000111726.13,CMAS
ENST00000537658.1,ENSG00000111726.13,CMAS
ENST00000536535.1,ENSG00000111728.10,ST8SIA1
ENST00000544732.5,ENSG00000111728.10,ST8SIA1
ENST00000537795.1,ENSG00000111728.10,ST8SIA1
ENST00000545524.5,ENSG00000111728.10,ST8SIA1
ENST00000396037.8,ENSG00000111728.10,ST8SIA1
ENST00000261197.7,ENSG00000111728.10,ST8SIA1
ENST00000545494.5,ENSG00000111728.10,ST8SIA1
ENST00000508924.2,ENSG00000111728.10,ST8SIA1
ENST00000540824.5,ENSG00000111728.10,ST8SIA1
ENST00000538256.1,ENSG00000111728.10,ST8SIA1
ENST00000541868.1,ENSG00000111728.10,ST8SIA1
ENST00000404299.3,ENSG00000111728.10,ST8SIA1
ENST00000536558.5,ENSG00000111728.10,ST8SIA1
ENST00000381424.3,ENSG00000111728.10,ST8SIA1
ENST00000545185.1,ENSG00000111728.10,ST8SIA1
ENST00000616957.1,ENSG00000274624.1,AC007671.1
ENST00000637344.1,ENSG00000283582.1,SULT6B2P
ENST00000390870.1,ENSG00000212172.1,RNU1-149P
ENST00000536786.1,ENSG00000256714.1,AC087318.1
ENST00000333957.8,ENSG00000111731.12,C2CD5
ENST00000446597.5,ENSG00000111731.12,C2CD5
ENST00000536386.5,ENSG00000111731.12,C2CD5
ENST00000396028.6,ENSG00000111731.12,C2CD5
ENST00000542676.5,ENSG00000111731.12,C2CD5
ENST00000545552.5,ENSG00000111731.12,C2CD5
ENST00000539615.1,ENSG00000111731.12,C2CD5
ENST00000543888.1,ENSG00000111731.12,C2CD5
ENST00000540245.5,ENSG00000111731.12,C2CD5
ENST00000537643.1,ENSG00000111731.12,C2CD5
ENST00000541310.5,ENSG00000111731.12,C2CD5
ENST00000543797.5,ENSG00000111731.12,C2CD5
ENST00000542768.1,ENSG00000111731.12,C2CD5
ENST00000543855.5,ENSG00000111731.12,C2CD5
ENST00000542683.1,ENSG00000111731.12,C2CD5
ENST00000535555.1,ENSG00000111731.12,C2CD5
ENST00000540703.1,ENSG00000111731.12,C2CD5
ENST00000535304.1,ENSG00000111731.12,C2CD5
ENST00000543604.1,ENSG00000256973.1,AC053513.1
ENST00000542742.1,ENSG00000256371.1,LRRC34P1
ENST00000535801.1,ENSG00000256774.1,AC087241.2
ENST00000508615.2,ENSG00000250166.2,AC087241.1
ENST00000542076.1,ENSG00000257023.1,AC087241.3
ENST00000266517.8,ENSG00000139163.15,ETNK1
ENST00000335148.7,ENSG00000139163.15,ETNK1
ENST00000538218.1,ENSG00000139163.15,ETNK1
ENST00000545979.1,ENSG00000139163.15,ETNK1
ENST00000539974.1,ENSG00000139163.15,ETNK1
ENST00000544191.1,ENSG00000139163.15,ETNK1
ENST00000612441.1,ENSG00000274885.1,AC087241.4
ENST00000413794.6,ENSG00000256995.7,AC084816.1
ENST00000536744.5,ENSG00000256995.7,AC084816.1
ENST00000629824.2,ENSG00000256995.7,AC084816.1
ENST00000628326.1,ENSG00000256995.7,AC084816.1
ENST00000590328.5,ENSG00000256995.7,AC084816.1
ENST00000590955.5,ENSG00000256995.7,AC084816.1
ENST00000538317.5,ENSG00000256995.7,AC084816.1
ENST00000593117.3,ENSG00000256995.7,AC084816.1
ENST00000629078.1,ENSG00000256995.7,AC084816.1
ENST00000540895.5,ENSG00000256995.7,AC084816.1
ENST00000651851.1,ENSG00000256995.7,AC084816.1
ENST00000540994.1,ENSG00000256995.7,AC084816.1
ENST00000625240.1,ENSG00000256995.7,AC084816.1
ENST00000541288.5,ENSG00000256995.7,AC084816.1
ENST00000534841.1,ENSG00000256995.7,AC084816.1
ENST00000478056.2,ENSG00000241451.2,RPS27P22
ENST00000537293.1,ENSG00000256923.1,AC084819.1
ENST00000541161.1,ENSG00000256353.1,AC087258.1
ENST00000545400.1,ENSG00000256321.6,AC087235.2
ENST00000538297.1,ENSG00000115934.11,AC087235.1
ENST00000546136.5,ENSG00000134532.17,SOX5
ENST00000451604.7,ENSG00000134532.17,SOX5
ENST00000381381.6,ENSG00000134532.17,SOX5
ENST00000537393.5,ENSG00000134532.17,SOX5
ENST00000541536.5,ENSG00000134532.17,SOX5
ENST00000646273.1,ENSG00000134532.17,SOX5
ENST00000396007.6,ENSG00000134532.17,SOX5
ENST00000545921.5,ENSG00000134532.17,SOX5
ENST00000367206.7,ENSG00000134532.17,SOX5
ENST00000535530.5,ENSG00000134532.17,SOX5
ENST00000542241.5,ENSG00000134532.17,SOX5
ENST00000536629.5,ENSG00000134532.17,SOX5
ENST00000536911.1,ENSG00000134532.17,SOX5
ENST00000541847.5,ENSG00000134532.17,SOX5
ENST00000441133.2,ENSG00000134532.17,SOX5
ENST00000538083.1,ENSG00000134532.17,SOX5
ENST00000536729.2,ENSG00000134532.17,SOX5
ENST00000446891.7,ENSG00000134532.17,SOX5
ENST00000536850.1,ENSG00000134532.17,SOX5
ENST00000429944.6,ENSG00000134532.17,SOX5
ENST00000456299.2,ENSG00000134532.17,SOX5
ENST00000538905.1,ENSG00000134532.17,SOX5
ENST00000546118.1,ENSG00000256473.1,AC087260.1
ENST00000401373.1,ENSG00000216192.1,MIR920
ENST00000540733.1,ENSG00000256120.1,SOX5-AS1
ENST00000539583.1,ENSG00000256120.1,SOX5-AS1
ENST00000483544.1,ENSG00000197503.4,LINC00477
ENST00000542108.1,ENSG00000256852.1,KNOP1P1
ENST00000471411.1,ENSG00000244662.1,AC087312.1
ENST00000536131.1,ENSG00000255745.1,AC023796.1
ENST00000485238.3,ENSG00000240481.3,RN7SL38P
ENST00000261192.12,ENSG00000060982.15,BCAT1
ENST00000538118.5,ENSG00000060982.15,BCAT1
ENST00000342945.9,ENSG00000060982.15,BCAT1
ENST00000539282.5,ENSG00000060982.15,BCAT1
ENST00000543099.1,ENSG00000060982.15,BCAT1
ENST00000539780.5,ENSG00000060982.15,BCAT1
ENST00000544418.1,ENSG00000060982.15,BCAT1
ENST00000612790.1,ENSG00000060982.15,BCAT1
ENST00000546285.1,ENSG00000060982.15,BCAT1
ENST00000355164.3,ENSG00000060982.15,BCAT1
ENST00000545410.1,ENSG00000256482.1,AC023796.2
ENST00000625186.1,ENSG00000278969.1,AC026310.3
ENST00000546353.1,ENSG00000255921.1,AC026310.2
ENST00000396004.2,ENSG00000213736.2,AC026310.1
ENST00000623395.3,ENSG00000226397.8,C12orf77
ENST00000549262.6,ENSG00000226397.8,C12orf77
ENST00000434912.3,ENSG00000226397.8,C12orf77
ENST00000636465.1,ENSG00000118308.15,LRMP
ENST00000557270.5,ENSG00000118308.15,LRMP
ENST00000556485.5,ENSG00000118308.15,LRMP
ENST00000555165.1,ENSG00000118308.15,LRMP
ENST00000555141.5,ENSG00000118308.15,LRMP
ENST00000550945.5,ENSG00000118308.15,LRMP
ENST00000361433.6,ENSG00000118308.15,LRMP
ENST00000557489.5,ENSG00000118308.15,LRMP
ENST00000354454.7,ENSG00000118308.15,LRMP
ENST00000536173.5,ENSG00000118308.15,LRMP
ENST00000548766.5,ENSG00000118308.15,LRMP
ENST00000556887.5,ENSG00000118308.15,LRMP
ENST00000554942.5,ENSG00000118308.15,LRMP
ENST00000549437.5,ENSG00000118308.15,LRMP
ENST00000547044.5,ENSG00000118308.15,LRMP
ENST00000554272.5,ENSG00000118308.15,LRMP
ENST00000557472.1,ENSG00000118308.15,LRMP
ENST00000555885.1,ENSG00000118308.15,LRMP
ENST00000555877.5,ENSG00000118308.15,LRMP
ENST00000553398.1,ENSG00000118308.15,LRMP
ENST00000555194.1,ENSG00000118308.15,LRMP
ENST00000555897.1,ENSG00000258546.1,CENPUP2
ENST00000555862.1,ENSG00000258449.1,AC023510.1
ENST00000622162.1,ENSG00000276842.1,AC023510.2
ENST00000395987.8,ENSG00000118307.19,CASC1
ENST00000556006.6,ENSG00000118307.19,CASC1
ENST00000354189.9,ENSG00000118307.19,CASC1
ENST00000320267.13,ENSG00000118307.19,CASC1
ENST00000395990.6,ENSG00000118307.19,CASC1
ENST00000554533.5,ENSG00000118307.19,CASC1
ENST00000545133.5,ENSG00000118307.19,CASC1
ENST00000555554.1,ENSG00000118307.19,CASC1
ENST00000557684.5,ENSG00000118307.19,CASC1
ENST00000556547.5,ENSG00000118307.19,CASC1
ENST00000556467.5,ENSG00000118307.19,CASC1
ENST00000554347.1,ENSG00000118307.19,CASC1
ENST00000555240.1,ENSG00000118307.19,CASC1
ENST00000557540.6,ENSG00000205707.10,ETFRF1
ENST00000381356.8,ENSG00000205707.10,ETFRF1
ENST00000555711.5,ENSG00000205707.10,ETFRF1
ENST00000556885.5,ENSG00000205707.10,ETFRF1
ENST00000554266.5,ENSG00000205707.10,ETFRF1
ENST00000556351.5,ENSG00000205707.10,ETFRF1
ENST00000556927.5,ENSG00000205707.10,ETFRF1
ENST00000555151.5,ENSG00000205707.10,ETFRF1
ENST00000556402.5,ENSG00000205707.10,ETFRF1
ENST00000553788.5,ENSG00000205707.10,ETFRF1
ENST00000556198.1,ENSG00000205707.10,ETFRF1
ENST00000311936.7,ENSG00000133703.11,KRAS
ENST00000557334.5,ENSG00000133703.11,KRAS
ENST00000256078.8,ENSG00000133703.11,KRAS
ENST00000556131.1,ENSG00000133703.11,KRAS
ENST00000612734.1,ENSG00000274987.1,AC092794.1
ENST00000620933.1,ENSG00000275197.1,AC092794.2
ENST00000622671.1,ENSG00000278743.1,AC087239.1
ENST00000364569.1,ENSG00000201439.1,RNU4-67P
ENST00000480211.1,ENSG00000241846.1,AC092451.1
ENST00000543629.5,ENSG00000152936.10,LMNTD1
ENST00000282881.10,ENSG00000152936.10,LMNTD1
ENST00000539744.5,ENSG00000152936.10,LMNTD1
ENST00000458174.6,ENSG00000152936.10,LMNTD1
ENST00000445693.5,ENSG00000152936.10,LMNTD1
ENST00000413632.6,ENSG00000152936.10,LMNTD1
ENST00000539523.1,ENSG00000152936.10,LMNTD1
ENST00000545543.1,ENSG00000152936.10,LMNTD1
ENST00000538178.5,ENSG00000152936.10,LMNTD1
ENST00000540106.5,ENSG00000152936.10,LMNTD1
ENST00000542224.1,ENSG00000152936.10,LMNTD1
ENST00000625067.1,ENSG00000279173.1,AC092451.3
ENST00000538746.1,ENSG00000256079.1,AC092451.2
ENST00000545422.1,ENSG00000255988.1,TUBB4BP1
ENST00000546101.1,ENSG00000257009.1,AC022367.1
ENST00000535066.1,ENSG00000257009.1,AC022367.1
ENST00000411018.1,ENSG00000222950.1,RN7SKP262
ENST00000536949.1,ENSG00000256686.1,AC019209.3
ENST00000543961.1,ENSG00000255725.2,TDGP1
ENST00000545704.1,ENSG00000256440.1,AC019209.2
ENST00000638058.1,ENSG00000283603.1,MIR4302
ENST00000544399.1,ENSG00000256256.1,AC019209.1
ENST00000545729.5,ENSG00000246695.7,RASSF8-AS1
ENST00000500276.6,ENSG00000246695.7,RASSF8-AS1
ENST00000502069.6,ENSG00000246695.7,RASSF8-AS1
ENST00000545226.5,ENSG00000246695.7,RASSF8-AS1
ENST00000546134.5,ENSG00000246695.7,RASSF8-AS1
ENST00000542086.5,ENSG00000246695.7,RASSF8-AS1
ENST00000535436.5,ENSG00000246695.7,RASSF8-AS1
ENST00000500102.6,ENSG00000246695.7,RASSF8-AS1
ENST00000537801.1,ENSG00000246695.7,RASSF8-AS1
ENST00000381352.7,ENSG00000123094.15,RASSF8
ENST00000538081.5,ENSG00000123094.15,RASSF8
ENST00000535907.5,ENSG00000123094.15,RASSF8
ENST00000405154.6,ENSG00000123094.15,RASSF8
ENST00000615708.4,ENSG00000123094.15,RASSF8
ENST00000542865.5,ENSG00000123094.15,RASSF8
ENST00000541490.5,ENSG00000123094.15,RASSF8
ENST00000542004.5,ENSG00000123094.15,RASSF8
ENST00000538365.2,ENSG00000123094.15,RASSF8
ENST00000542315.5,ENSG00000123094.15,RASSF8
ENST00000537946.5,ENSG00000123094.15,RASSF8
ENST00000541218.5,ENSG00000123094.15,RASSF8
ENST00000282884.13,ENSG00000123094.15,RASSF8
ENST00000545413.1,ENSG00000123094.15,RASSF8
ENST00000611440.1,ENSG00000123094.15,RASSF8
ENST00000539545.1,ENSG00000123094.15,RASSF8
ENST00000242728.5,ENSG00000123095.6,BHLHE41
ENST00000394326.2,ENSG00000123095.6,BHLHE41
ENST00000541271.1,ENSG00000123095.6,BHLHE41
ENST00000538142.5,ENSG00000123096.11,SSPN
ENST00000534829.5,ENSG00000123096.11,SSPN
ENST00000539019.1,ENSG00000123096.11,SSPN
ENST00000540266.5,ENSG00000123096.11,SSPN
ENST00000422622.3,ENSG00000123096.11,SSPN
ENST00000544231.1,ENSG00000123096.11,SSPN
ENST00000242729.6,ENSG00000123096.11,SSPN
ENST00000535504.1,ENSG00000123096.11,SSPN
ENST00000535914.1,ENSG00000256894.1,AC022509.3
ENST00000545819.1,ENSG00000256894.1,AC022509.3
ENST00000540392.1,ENSG00000256234.1,AC022509.2
ENST00000540625.5,ENSG00000255750.5,AC022509.1
ENST00000537525.5,ENSG00000255750.5,AC022509.1
ENST00000541940.1,ENSG00000255750.5,AC022509.1
ENST00000621404.1,ENSG00000278095.1,AC022509.4
ENST00000539552.1,ENSG00000255858.1,AC055720.1
ENST00000535324.1,ENSG00000255968.1,AC024145.1
ENST00000381340.8,ENSG00000123104.12,ITPR2
ENST00000451599.6,ENSG00000123104.12,ITPR2
ENST00000538984.1,ENSG00000123104.12,ITPR2
ENST00000540429.1,ENSG00000123104.12,ITPR2
ENST00000543958.1,ENSG00000123104.12,ITPR2
ENST00000545902.1,ENSG00000123104.12,ITPR2
ENST00000540791.1,ENSG00000123104.12,ITPR2
ENST00000545235.1,ENSG00000123104.12,ITPR2
ENST00000242737.5,ENSG00000123104.12,ITPR2
ENST00000536627.1,ENSG00000123104.12,ITPR2
ENST00000537724.1,ENSG00000256185.1,AC055720.2
ENST00000391247.1,ENSG00000212549.1,RNA5SP354
ENST00000414098.2,ENSG00000234428.2,AC023051.1
ENST00000541141.1,ENSG00000256640.1,AC023051.2
ENST00000538155.5,ENSG00000064102.15,INTS13
ENST00000261191.12,ENSG00000064102.15,INTS13
ENST00000538016.1,ENSG00000064102.15,INTS13
ENST00000542392.4,ENSG00000064102.15,INTS13
ENST00000536232.1,ENSG00000064102.15,INTS13
ENST00000538727.5,ENSG00000064102.15,INTS13
ENST00000544548.5,ENSG00000064102.15,INTS13
ENST00000538748.1,ENSG00000064102.15,INTS13
ENST00000537336.1,ENSG00000064102.15,INTS13
ENST00000229395.8,ENSG00000111790.14,FGFR1OP2
ENST00000544111.5,ENSG00000111790.14,FGFR1OP2
ENST00000395941.4,ENSG00000111790.14,FGFR1OP2
ENST00000546072.5,ENSG00000111790.14,FGFR1OP2
ENST00000327214.5,ENSG00000111790.14,FGFR1OP2
ENST00000538172.1,ENSG00000111790.14,FGFR1OP2
ENST00000343028.9,ENSG00000064115.11,TM7SF3
ENST00000544179.1,ENSG00000064115.11,TM7SF3
ENST00000545344.5,ENSG00000064115.11,TM7SF3
ENST00000545303.5,ENSG00000064115.11,TM7SF3
ENST00000537406.1,ENSG00000064115.11,TM7SF3
ENST00000535260.5,ENSG00000064115.11,TM7SF3
ENST00000543882.5,ENSG00000064115.11,TM7SF3
ENST00000541081.1,ENSG00000064115.11,TM7SF3
ENST00000542667.5,ENSG00000064115.11,TM7SF3
ENST00000543655.5,ENSG00000064115.11,TM7SF3
ENST00000535819.1,ENSG00000064115.11,TM7SF3
ENST00000543803.5,ENSG00000064115.11,TM7SF3
ENST00000542019.1,ENSG00000064115.11,TM7SF3
ENST00000539741.5,ENSG00000064115.11,TM7SF3
ENST00000543088.5,ENSG00000064115.11,TM7SF3
ENST00000535423.5,ENSG00000064115.11,TM7SF3
ENST00000512808.2,ENSG00000064115.11,TM7SF3
ENST00000545600.1,ENSG00000064115.11,TM7SF3
ENST00000539399.1,ENSG00000064115.11,TM7SF3
ENST00000500632.1,ENSG00000247903.1,AC024896.1
ENST00000546323.5,ENSG00000152944.9,MED21
ENST00000536503.5,ENSG00000152944.9,MED21
ENST00000282892.4,ENSG00000152944.9,MED21
ENST00000536711.5,ENSG00000152944.9,MED21
ENST00000538186.5,ENSG00000152944.9,MED21
ENST00000621885.1,ENSG00000152944.9,MED21
ENST00000544998.1,ENSG00000152944.9,MED21
ENST00000620519.1,ENSG00000275764.1,AC092747.4
